filter,coin_name,kyc_or_not,presale,per_of_release,current_presale,soft,hard,currency,progress_percentage,day_hour_min_sec,current_date
Filled , Pepito Grillo ( Jiminy Cricket ) , No , Filled , Project will receive 70% at first release ,2.0,1.0,2.0, BNB , 100.00% , Filled , 2023-09-12
Filled , BNB1 , No , Filled , Project will receive 50% at first release ,0.002,0.001,0.002, BNB , 100.00% , Filled , 2023-09-12
